code_commune_INSEE,nom_commune_postal,code_postal,libelle_acheminement,ligne_5,latitude,longitude,code_commune,article,nom_commune,nom_commune_complet,code_departement,nom_departement,code_region,nom_region
22137,MAEL CARHAIX,22340,MAEL CARHAIX,,48.2882583933,-3.41055453588,137,,Maël-Carhaix,Maël-Carhaix,22,Côtes-d'Armor,53,Bretagne
22138,MAEL PESTIVIEN,22160,MAEL PESTIVIEN,,48.4041439455,-3.29047753101,138,,Maël-Pestivien,Maël-Pestivien,22,Côtes-d'Armor,53,Bretagne
22139,MAGOAR,22480,MAGOAR,,48.4014791797,-3.17683150535,139,,Magoar,Magoar,22,Côtes-d'Armor,53,Bretagne
22140,LA MALHOURE,22640,LA MALHOURE,,48.3961928659,-2.49404154442,140,La,Malhoure,La Malhoure,22,Côtes-d'Armor,53,Bretagne
22141,MANTALLOT,22450,MANTALLOT,,48.7102228776,-3.29192042144,141,,Mantallot,Mantallot,22,Côtes-d'Armor,53,Bretagne
22143,MATIGNON,22550,MATIGNON,,48.6017682782,-2.29021789488,143,,Matignon,Matignon,22,Côtes-d'Armor,53,Bretagne
22144,LA MEAUGON,22440,LA MEAUGON,,48.5044768613,-2.84729418508,144,La,Méaugon,La Méaugon,22,Côtes-d'Armor,53,Bretagne
22145,MEGRIT,22270,MEGRIT,,48.38979598,-2.26731642249,145,,Mégrit,Mégrit,22,Côtes-d'Armor,53,Bretagne
22146,MELLIONNEC,22110,MELLIONNEC,,48.1687655698,-3.28980026504,146,,Mellionnec,Mellionnec,22,Côtes-d'Armor,53,Bretagne
22147,MERDRIGNAC,22230,MERDRIGNAC,,48.1936252026,-2.39598361343,147,,Merdrignac,Merdrignac,22,Côtes-d'Armor,53,Bretagne
22148,MERILLAC,22230,MERILLAC,,48.249384359,-2.39127521375,148,,Mérillac,Mérillac,22,Côtes-d'Armor,53,Bretagne
22149,MERLEAC,22460,MERLEAC,,48.2725811849,-2.91089143126,149,,Merléac,Merléac,22,Côtes-d'Armor,53,Bretagne
22150,LE MERZER,22200,LE MERZER,,48.5816215935,-3.07507907802,150,Le,Merzer,Le Merzer,22,Côtes-d'Armor,53,Bretagne
22152,MINIHY TREGUIER,22220,MINIHY TREGUIER,,48.7680136612,-3.25834095336,152,,Minihy-Tréguier,Minihy-Tréguier,22,Côtes-d'Armor,53,Bretagne
22153,MONCONTOUR,22510,MONCONTOUR DE BRETAGNE,,48.3581980369,-2.63225581837,153,,Moncontour,Moncontour,22,Côtes-d'Armor,53,Bretagne
22154,MORIEUX,22400,MORIEUX,,48.520297083,-2.60995239978,154,,Morieux,Morieux,22,Côtes-d'Armor,53,Bretagne
22155,LA MOTTE,22600,LA MOTTE,,48.2311050733,-2.70470655082,155,La,Motte,La Motte,22,Côtes-d'Armor,53,Bretagne
22156,MOUSTERU,22200,MOUSTERU,,48.5285458399,-3.23462058455,156,,Moustéru,Moustéru,22,Côtes-d'Armor,53,Bretagne
22157,LE MOUSTOIR,22340,LE MOUSTOIR,,48.2739501884,-3.49152606471,157,Le,Moustoir,Le Moustoir,22,Côtes-d'Armor,53,Bretagne
22158,MUR DE BRETAGNE,22530,MUR DE BRETAGNE,,48.1957524474,-2.9837108711,158,,Guerlédan,Guerlédan,22,Côtes-d'Armor,53,Bretagne
22160,NOYAL,22400,NOYAL,,48.4508228232,-2.46340477987,160,,Noyal,Noyal,22,Côtes-d'Armor,53,Bretagne
22161,PABU,22200,PABU,,48.58310885,-3.14288475584,161,,Pabu,Pabu,22,Côtes-d'Armor,53,Bretagne
22162,PAIMPOL,22500,PAIMPOL,,48.7733386239,-3.05459397042,162,,Paimpol,Paimpol,22,Côtes-d'Armor,53,Bretagne
22163,PAULE,22340,PAULE,,48.2274085967,-3.46128178015,163,,Paule,Paule,22,Côtes-d'Armor,53,Bretagne
22164,PEDERNEC,22540,PEDERNEC,,48.5880169887,-3.27690620211,164,,Pédernec,Pédernec,22,Côtes-d'Armor,53,Bretagne
22164,PEDERNEC,22540,PEDERNEC,LE QUINQUIS,48.5880169887,-3.27690620211,164,,Pédernec,Pédernec,22,Côtes-d'Armor,53,Bretagne
22165,PENGUILY,22510,PENGUILY,,48.3715193547,-2.49421726278,165,,Penguily,Penguily,22,Côtes-d'Armor,53,Bretagne
22166,PENVENAN,22710,PENVENAN,,48.816014407,-3.30224745841,166,,Penvénan,Penvénan,22,Côtes-d'Armor,53,Bretagne
22166,PENVENAN,22710,PENVENAN,BUGUELES,48.816014407,-3.30224745841,166,,Penvénan,Penvénan,22,Côtes-d'Armor,53,Bretagne
22166,PENVENAN,22710,PENVENAN,PORT BLANC,48.816014407,-3.30224745841,166,,Penvénan,Penvénan,22,Côtes-d'Armor,53,Bretagne
22167,PERRET,22570,PERRET,,48.1863752153,-3.14630117054,167,,Perret,Perret,22,Côtes-d'Armor,53,Bretagne
22168,PERROS GUIREC,22700,PERROS GUIREC,,48.8094393417,-3.46769227891,168,,Perros-Guirec,Perros-Guirec,22,Côtes-d'Armor,53,Bretagne
22168,PERROS GUIREC,22700,PERROS GUIREC,LA CLARTE,48.8094393417,-3.46769227891,168,,Perros-Guirec,Perros-Guirec,22,Côtes-d'Armor,53,Bretagne
22168,PERROS GUIREC,22700,PERROS GUIREC,PLOUMANACH,48.8094393417,-3.46769227891,168,,Perros-Guirec,Perros-Guirec,22,Côtes-d'Armor,53,Bretagne
22169,PEUMERIT QUINTIN,22480,PEUMERIT QUINTIN,,48.3635016654,-3.28335906879,169,,Peumerit-Quintin,Peumerit-Quintin,22,Côtes-d'Armor,53,Bretagne
22170,PLAINE HAUTE,22800,PLAINE HAUTE,,48.4435359708,-2.85882396738,170,,Plaine-Haute,Plaine-Haute,22,Côtes-d'Armor,53,Bretagne
22171,PLAINTEL,22940,PLAINTEL,,48.4105972441,-2.81039949193,171,,Plaintel,Plaintel,22,Côtes-d'Armor,53,Bretagne
22172,PLANCOET,22130,PLANCOET,,48.5148616647,-2.21936660339,172,,Plancoët,Plancoët,22,Côtes-d'Armor,53,Bretagne
22173,PLANGUENOUAL,22400,PLANGUENOUAL,,48.5332542143,-2.56797956377,173,,Planguenoual,Planguenoual,22,Côtes-d'Armor,53,Bretagne
22173,PLANGUENOUAL,22400,PLANGUENOUAL,LA COTENTIN PLANGUENOUAL,48.5332542143,-2.56797956377,173,,Planguenoual,Planguenoual,22,Côtes-d'Armor,53,Bretagne
22174,PLEBOULLE,22550,PLEBOULLE,,48.5946127518,-2.33355800652,174,,Pléboulle,Pléboulle,22,Côtes-d'Armor,53,Bretagne
22175,PLEDELIAC,22270,PLEDELIAC,,48.46875643,-2.37175488421,175,,Plédéliac,Plédéliac,22,Côtes-d'Armor,53,Bretagne
22176,PLEDRAN,22960,PLEDRAN,,48.4430297904,-2.745361546,176,,Plédran,Plédran,22,Côtes-d'Armor,53,Bretagne
22177,PLEGUIEN,22290,PLEGUIEN,,48.634729938,-2.948078639,177,,Pléguien,Pléguien,22,Côtes-d'Armor,53,Bretagne
22178,PLEHEDEL,22290,PLEHEDEL,,48.6949303191,-3.00638352485,178,,Pléhédel,Pléhédel,22,Côtes-d'Armor,53,Bretagne
22179,FREHEL,22240,FREHEL,,48.6348223959,-2.36202603588,179,,Fréhel,Fréhel,22,Côtes-d'Armor,53,Bretagne
22179,FREHEL,22240,FREHEL,LA CARQUOIS,48.6348223959,-2.36202603588,179,,Fréhel,Fréhel,22,Côtes-d'Armor,53,Bretagne
22179,FREHEL,22240,FREHEL,SABLES D OR LES PINS,48.6348223959,-2.36202603588,179,,Fréhel,Fréhel,22,Côtes-d'Armor,53,Bretagne
22180,PLELAN LE PETIT,22980,PLELAN LE PETIT,,48.427284639,-2.22409129331,180,,Plélan-le-Petit,Plélan-le-Petit,22,Côtes-d'Armor,53,Bretagne
22181,PLELAUFF,22570,PLELAUFF,,48.1984075827,-3.20337969883,181,,Plélauff,Plélauff,22,Côtes-d'Armor,53,Bretagne
22182,PLELO,22170,PLELO,,48.5539490397,-2.92735554544,182,,Plélo,Plélo,22,Côtes-d'Armor,53,Bretagne
22182,PLELO,22170,PLELO,ST JEAN PLELO,48.5539490397,-2.92735554544,182,,Plélo,Plélo,22,Côtes-d'Armor,53,Bretagne
22183,LES MOULINS,22210,LES MOULINS,LA FERRIERE,48.1860837585,-2.5859903316,183,,Plémet,Plémet,22,Côtes-d'Armor,53,Bretagne
22183,LES MOULINS,22210,LES MOULINS,PLEMET,48.1860837585,-2.5859903316,183,,Plémet,Plémet,22,Côtes-d'Armor,53,Bretagne
22184,PLEMY,22150,PLEMY,,48.3378874008,-2.67639170288,184,,Plémy,Plémy,22,Côtes-d'Armor,53,Bretagne
22185,PLENEE JUGON,22640,PLENEE JUGON,,48.3556203022,-2.41594505184,185,,Plénée-Jugon,Plénée-Jugon,22,Côtes-d'Armor,53,Bretagne
22186,PLENEUF VAL ANDRE,22370,PLENEUF VAL ANDRE,,48.5840054611,-2.53016887694,186,,Pléneuf-Val-André,Pléneuf-Val-André,22,Côtes-d'Armor,53,Bretagne
22187,PLERIN,22190,PLERIN,,48.5441732134,-2.77004635921,187,,Plérin,Plérin,22,Côtes-d'Armor,53,Bretagne
22187,PLERIN,22190,PLERIN,LES ROSAIRES,48.5441732134,-2.77004635921,187,,Plérin,Plérin,22,Côtes-d'Armor,53,Bretagne
22187,PLERIN,22190,PLERIN,ST LAURENT DE LA MER,48.5441732134,-2.77004635921,187,,Plérin,Plérin,22,Côtes-d'Armor,53,Bretagne
22188,PLERNEUF,22170,PLERNEUF,,48.5062272479,-2.88034239328,188,,Plerneuf,Plerneuf,22,Côtes-d'Armor,53,Bretagne
22189,PLESIDY,22720,PLESIDY,,48.4414674679,-3.12592291873,189,,Plésidy,Plésidy,22,Côtes-d'Armor,53,Bretagne
22190,PLESLIN TRIGAVOU,22490,PLESLIN TRIGAVOU,,48.5279257425,-2.07094753611,190,,Pleslin-Trigavou,Pleslin-Trigavou,22,Côtes-d'Armor,53,Bretagne
22190,PLESLIN TRIGAVOU,22490,PLESLIN TRIGAVOU,TRIGAVOU,48.5279257425,-2.07094753611,190,,Pleslin-Trigavou,Pleslin-Trigavou,22,Côtes-d'Armor,53,Bretagne
22192,PLESSIX BALISSON,22650,PLESSIX BALISSON,,48.5383652723,-2.1421049053,192,,Plessix-Balisson,Plessix-Balisson,22,Côtes-d'Armor,53,Bretagne
22193,PLESTAN,22640,PLESTAN,,48.4145560996,-2.44084892144,193,,Plestan,Plestan,22,Côtes-d'Armor,53,Bretagne
22194,PLESTIN LES GREVES,22310,PLESTIN LES GREVES,,48.6476598998,-3.6197891944,194,,Plestin-les-Grèves,Plestin-les-Grèves,22,Côtes-d'Armor,53,Bretagne
22194,PLESTIN LES GREVES,22310,PLESTIN LES GREVES,ST EFFLAM,48.6476598998,-3.6197891944,194,,Plestin-les-Grèves,Plestin-les-Grèves,22,Côtes-d'Armor,53,Bretagne
22195,PLEUBIAN,22610,PLEUBIAN,,48.8434804253,-3.13340767618,195,,Pleubian,Pleubian,22,Côtes-d'Armor,53,Bretagne
22195,PLEUBIAN,22610,PLEUBIAN,L ARMOR,48.8434804253,-3.13340767618,195,,Pleubian,Pleubian,22,Côtes-d'Armor,53,Bretagne
22196,PLEUDANIEL,22740,PLEUDANIEL,,48.7611404918,-3.15433424139,196,,Pleudaniel,Pleudaniel,22,Côtes-d'Armor,53,Bretagne
22197,PLEUDIHEN SUR RANCE,22690,PLEUDIHEN SUR RANCE,,48.5092937336,-1.94145904907,197,,Pleudihen-sur-Rance,Pleudihen-sur-Rance,22,Côtes-d'Armor,53,Bretagne
22198,PLEUMEUR BODOU,22560,PLEUMEUR BODOU,,48.7852851364,-3.51721058191,198,,Pleumeur-Bodou,Pleumeur-Bodou,22,Côtes-d'Armor,53,Bretagne
22198,PLEUMEUR BODOU,22560,PLEUMEUR BODOU,ILE GRANDE,48.7852851364,-3.51721058191,198,,Pleumeur-Bodou,Pleumeur-Bodou,22,Côtes-d'Armor,53,Bretagne
22198,PLEUMEUR BODOU,22560,PLEUMEUR BODOU,LANDRELLEC,48.7852851364,-3.51721058191,198,,Pleumeur-Bodou,Pleumeur-Bodou,22,Côtes-d'Armor,53,Bretagne
22199,PLEUMEUR GAUTIER,22740,PLEUMEUR GAUTIER,,48.8001346688,-3.15198645075,199,,Pleumeur-Gautier,Pleumeur-Gautier,22,Côtes-d'Armor,53,Bretagne
22200,PLEVEN,22130,PLEVEN,,48.4911438301,-2.32130813288,200,,Pléven,Pléven,22,Côtes-d'Armor,53,Bretagne
22201,PLEVENON,22240,PLEVENON,,48.6575564031,-2.32020473916,201,,Plévenon,Plévenon,22,Côtes-d'Armor,53,Bretagne
22202,PLEVIN,22340,PLEVIN,,48.2237458886,-3.51633070374,202,,Plévin,Plévin,22,Côtes-d'Armor,53,Bretagne
22203,PLOEUC L HERMITAGE,22150,PLOEUC L HERMITAGE,,48.3440952237,-2.76649702896,203,,Plœuc-L'Hermitage,Plœuc-L'Hermitage,22,Côtes-d'Armor,53,Bretagne
22203,PLOEUC L HERMITAGE,22150,PLOEUC L HERMITAGE,L HERMITAGE LORGE,48.3440952237,-2.76649702896,203,,Plœuc-L'Hermitage,Plœuc-L'Hermitage,22,Côtes-d'Armor,53,Bretagne
22204,PLOEZAL,22260,PLOEZAL,,48.7171371071,-3.18015723949,204,,Ploëzal,Ploëzal,22,Côtes-d'Armor,53,Bretagne
22205,PLOREC SUR ARGUENON,22130,PLOREC SUR ARGUENON,,48.4632496274,-2.30133142884,205,,Plorec-sur-Arguenon,Plorec-sur-Arguenon,22,Côtes-d'Armor,53,Bretagne
22206,PLOUAGAT,22170,PLOUAGAT,,48.5303656854,-2.98952865818,206,,Plouagat,Plouagat,22,Côtes-d'Armor,53,Bretagne
22207,PLOUARET,22420,PLOUARET,,48.6193915255,-3.48297540773,207,,Plouaret,Plouaret,22,Côtes-d'Armor,53,Bretagne
22208,PLOUASNE,22830,PLOUASNE,,48.3117473235,-2.00863040053,208,,Plouasne,Plouasne,22,Côtes-d'Armor,53,Bretagne
22209,PLOUBALAY,22650,PLOUBALAY,,48.5596688192,-2.12838362694,209,,Beaussais-sur-Mer,Beaussais-sur-Mer,22,Côtes-d'Armor,53,Bretagne
22210,PLOUBAZLANEC,22620,PLOUBAZLANEC,,48.80535932,-3.04524739912,210,,Ploubazlanec,Ploubazlanec,22,Côtes-d'Armor,53,Bretagne
22210,PLOUBAZLANEC,22620,PLOUBAZLANEC,L ARCOUEST,48.80535932,-3.04524739912,210,,Ploubazlanec,Ploubazlanec,22,Côtes-d'Armor,53,Bretagne
22210,PLOUBAZLANEC,22620,PLOUBAZLANEC,LOGUIVY DE LA MER,48.80535932,-3.04524739912,210,,Ploubazlanec,Ploubazlanec,22,Côtes-d'Armor,53,Bretagne
22211,PLOUBEZRE,22300,PLOUBEZRE,,48.685519576,-3.44839512307,211,,Ploubezre,Ploubezre,22,Côtes-d'Armor,53,Bretagne
22212,PLOUEC DU TRIEUX,22260,PLOUEC DU TRIEUX,,48.6722943477,-3.18747531315,212,,Plouëc-du-Trieux,Plouëc-du-Trieux,22,Côtes-d'Armor,53,Bretagne
22213,PLOUER SUR RANCE,22490,PLOUER SUR RANCE,,48.5248482927,-2.00660319758,213,,Plouër-sur-Rance,Plouër-sur-Rance,22,Côtes-d'Armor,53,Bretagne
22214,PLOUEZEC,22470,PLOUEZEC,,48.7387813748,-2.9791439557,214,,Plouézec,Plouézec,22,Côtes-d'Armor,53,Bretagne
22214,PLOUEZEC,22470,PLOUEZEC,LE QUESTEL,48.7387813748,-2.9791439557,214,,Plouézec,Plouézec,22,Côtes-d'Armor,53,Bretagne
22215,PLOUFRAGAN,22440,PLOUFRAGAN,,48.4877482968,-2.80851630928,215,,Ploufragan,Ploufragan,22,Côtes-d'Armor,53,Bretagne
22215,PLOUFRAGAN,22440,PLOUFRAGAN,LES CROIX,48.4877482968,-2.80851630928,215,,Ploufragan,Ploufragan,22,Côtes-d'Armor,53,Bretagne
22216,PLOUGONVER,22810,PLOUGONVER,,48.4852045977,-3.37517285292,216,,Plougonver,Plougonver,22,Côtes-d'Armor,53,Bretagne
22217,PLOUGRAS,22780,PLOUGRAS,,48.4964328915,-3.56487485198,217,,Plougras,Plougras,22,Côtes-d'Armor,53,Bretagne
22218,PLOUGRESCANT,22820,PLOUGRESCANT,,48.8389480714,-3.24154914571,218,,Plougrescant,Plougrescant,22,Côtes-d'Armor,53,Bretagne
22219,PLOUGUENAST,22150,PLOUGUENAST,,48.2772549866,-2.71012681366,219,,Plouguenast,Plouguenast,22,Côtes-d'Armor,53,Bretagne
22220,PLOUGUERNEVEL,22110,PLOUGUERNEVEL,,48.2340717388,-3.24711732443,220,,Plouguernével,Plouguernével,22,Côtes-d'Armor,53,Bretagne
22221,PLOUGUIEL,22220,PLOUGUIEL,,48.8047926753,-3.2454956347,221,,Plouguiel,Plouguiel,22,Côtes-d'Armor,53,Bretagne
22222,PLOUHA,22580,PLOUHA,,48.6822316529,-2.93147403458,222,,Plouha,Plouha,22,Côtes-d'Armor,53,Bretagne
22222,PLOUHA,22580,PLOUHA,KEREGAL,48.6822316529,-2.93147403458,222,,Plouha,Plouha,22,Côtes-d'Armor,53,Bretagne
22223,PLOUISY,22200,PLOUISY,,48.5834889346,-3.19153287341,223,,Plouisy,Plouisy,22,Côtes-d'Armor,53,Bretagne
22224,PLOULEC H,22300,PLOULEC H,,48.7189901633,-3.50164887821,224,,Ploulec'h,Ploulec'h,22,Côtes-d'Armor,53,Bretagne
22224,PLOULEC H,22300,PLOULEC H,LE YAUDET,48.7189901633,-3.50164887821,224,,Ploulec'h,Ploulec'h,22,Côtes-d'Armor,53,Bretagne
22225,PLOUMAGOAR,22970,PLOUMAGOAR,,48.5304587178,-3.109565675,225,,Ploumagoar,Ploumagoar,22,Côtes-d'Armor,53,Bretagne
22226,PLOUMILLIAU,22300,PLOUMILLIAU,,48.6842832137,-3.51392982207,226,,Ploumilliau,Ploumilliau,22,Côtes-d'Armor,53,Bretagne
22227,PLOUNERIN,22780,PLOUNERIN,,48.5667945613,-3.54835047587,227,,Plounérin,Plounérin,22,Côtes-d'Armor,53,Bretagne
22228,PLOUNEVEZ MOEDEC,22810,PLOUNEVEZ MOEDEC,,48.5514852561,-3.44431318727,228,,Plounévez-Moëdec,Plounévez-Moëdec,22,Côtes-d'Armor,53,Bretagne
22229,PLOUNEVEZ QUINTIN,22110,PLOUNEVEZ QUINTIN,,48.2853424694,-3.24078209284,229,,Plounévez-Quintin,Plounévez-Quintin,22,Côtes-d'Armor,53,Bretagne
22231,PLOURAC H,22160,PLOURAC H,,48.4185427687,-3.55150480178,231,,Plourac'h,Plourac'h,22,Côtes-d'Armor,53,Bretagne
22232,PLOURHAN,22410,PLOURHAN,,48.6312552228,-2.88203367765,232,,Plourhan,Plourhan,22,Côtes-d'Armor,53,Bretagne
22233,PLOURIVO,22860,PLOURIVO,,48.7416286084,-3.09320460347,233,,Plourivo,Plourivo,22,Côtes-d'Armor,53,Bretagne
22234,PLOUVARA,22170,PLOUVARA,,48.4973028138,-2.92552470033,234,,Plouvara,Plouvara,22,Côtes-d'Armor,53,Bretagne
22235,PLOUZELAMBRE,22420,PLOUZELAMBRE,,48.6478103938,-3.53679598491,235,,Plouzélambre,Plouzélambre,22,Côtes-d'Armor,53,Bretagne
22236,PLUDUAL,22290,PLUDUAL,,48.6666296854,-2.98679017544,236,,Pludual,Pludual,22,Côtes-d'Armor,53,Bretagne
22237,PLUDUNO,22130,PLUDUNO,,48.5232615716,-2.28079325793,237,,Pluduno,Pluduno,22,Côtes-d'Armor,53,Bretagne
22238,PLUFUR,22310,PLUFUR,,48.6108539647,-3.57279775883,238,,Plufur,Plufur,22,Côtes-d'Armor,53,Bretagne
22239,PLUMAUDAN,22350,PLUMAUDAN,,48.3560244309,-2.11489038909,239,,Plumaudan,Plumaudan,22,Côtes-d'Armor,53,Bretagne
22240,PLUMAUGAT,22250,PLUMAUGAT,,48.2450296898,-2.23091188525,240,,Plumaugat,Plumaugat,22,Côtes-d'Armor,53,Bretagne
22241,PLUMIEUX,22210,PLUMIEUX,,48.1061077392,-2.59155562582,241,,Plumieux,Plumieux,22,Côtes-d'Armor,53,Bretagne
22242,PLURIEN,22240,PLURIEN,,48.6095445151,-2.39978553879,242,,Plurien,Plurien,22,Côtes-d'Armor,53,Bretagne
22243,PLUSQUELLEC,22160,PLUSQUELLEC,,48.3993408756,-3.48393074891,243,,Plusquellec,Plusquellec,22,Côtes-d'Armor,53,Bretagne
22244,PLUSSULIEN,22320,PLUSSULIEN,,48.2785043926,-3.0656896089,244,,Plussulien,Plussulien,22,Côtes-d'Armor,53,Bretagne
22245,PLUZUNET,22140,PLUZUNET,,48.6363773229,-3.3712110927,245,,Pluzunet,Pluzunet,22,Côtes-d'Armor,53,Bretagne
22246,POMMERET,22120,POMMERET,,48.4585503252,-2.62222031469,246,,Pommeret,Pommeret,22,Côtes-d'Armor,53,Bretagne
22247,POMMERIT JAUDY,22450,POMMERIT JAUDY,,48.7243391137,-3.24215851402,247,,Pommerit-Jaudy,Pommerit-Jaudy,22,Côtes-d'Armor,53,Bretagne
22248,POMMERIT LE VICOMTE,22200,POMMERIT LE VICOMTE,,48.6180167491,-3.10285419509,248,,Pommerit-le-Vicomte,Pommerit-le-Vicomte,22,Côtes-d'Armor,53,Bretagne
22249,PONT MELVEZ,22390,PONT MELVEZ,,48.4740063925,-3.2849339382,249,,Pont-Melvez,Pont-Melvez,22,Côtes-d'Armor,53,Bretagne
22250,PONTRIEUX,22260,PONTRIEUX,,48.6998384627,-3.1590834016,250,,Pontrieux,Pontrieux,22,Côtes-d'Armor,53,Bretagne
22251,PORDIC,22590,PORDIC,,48.5702275208,-2.82517190036,251,,Pordic,Pordic,22,Côtes-d'Armor,53,Bretagne
22251,PORDIC,22590,PORDIC,LA VILLE LOUAIS,48.5702275208,-2.82517190036,251,,Pordic,Pordic,22,Côtes-d'Armor,53,Bretagne
22251,PORDIC,22590,PORDIC,TREMELOIR,48.5702275208,-2.82517190036,251,,Pordic,Pordic,22,Côtes-d'Armor,53,Bretagne
22253,POULDOURAN,22450,POULDOURAN,,48.7636243392,-3.20380242873,253,,Pouldouran,Pouldouran,22,Côtes-d'Armor,53,Bretagne
22254,PRAT,22140,PRAT,,48.6822524197,-3.29802324655,254,,Prat,Prat,22,Côtes-d'Armor,53,Bretagne
22255,LA PRENESSAYE,22210,LA PRENESSAYE,,48.185718113,-2.64785441869,255,La,Prénessaye,La Prénessaye,22,Côtes-d'Armor,53,Bretagne
22256,QUEMPER GUEZENNEC,22260,QUEMPER GUEZENNEC,,48.7006441281,-3.10832259045,256,,Quemper-Guézennec,Quemper-Guézennec,22,Côtes-d'Armor,53,Bretagne
22257,QUEMPERVEN,22450,QUEMPERVEN,,48.7254448619,-3.3365775536,257,,Quemperven,Quemperven,22,Côtes-d'Armor,53,Bretagne
22258,QUESSOY,22120,QUESSOY,,48.4272969207,-2.65707016677,258,,Quessoy,Quessoy,22,Côtes-d'Armor,53,Bretagne
22258,QUESSOY,22120,QUESSOY,L HOPITAL,48.4272969207,-2.65707016677,258,,Quessoy,Quessoy,22,Côtes-d'Armor,53,Bretagne
22259,QUEVERT,22100,QUEVERT,,48.463126899,-2.08562877928,259,,Quévert,Quévert,22,Côtes-d'Armor,53,Bretagne
22259,QUEVERT,22100,QUEVERT,L AUBLETTE QUEVERT,48.463126899,-2.08562877928,259,,Quévert,Quévert,22,Côtes-d'Armor,53,Bretagne
22260,LE QUILLIO,22460,LE QUILLIO,,48.2401978664,-2.89821390268,260,Le,Quillio,Le Quillio,22,Côtes-d'Armor,53,Bretagne
22261,QUINTENIC,22400,QUINTENIC,,48.5102353944,-2.42178978603,261,,Quintenic,Quintenic,22,Côtes-d'Armor,53,Bretagne
22262,QUINTIN,22800,QUINTIN,,48.4030218249,-2.91221040842,262,,Quintin,Quintin,22,Côtes-d'Armor,53,Bretagne
22263,LE QUIOU,22630,LE QUIOU,,48.345885697,-1.99810856153,263,Le,Quiou,Le Quiou,22,Côtes-d'Armor,53,Bretagne
22264,LA ROCHE DERRIEN,22450,LA ROCHE DERRIEN,,48.7456370261,-3.25762802773,264,La,Roche-Derrien,La Roche-Derrien,22,Côtes-d'Armor,53,Bretagne
22265,ROSPEZ,22300,ROSPEZ,,48.7363664722,-3.38603599093,265,,Rospez,Rospez,22,Côtes-d'Armor,53,Bretagne
22266,ROSTRENEN,22110,ROSTRENEN,,48.2215427736,-3.31179704668,266,,Rostrenen,Rostrenen,22,Côtes-d'Armor,53,Bretagne
22266,ROSTRENEN,22110,ROSTRENEN,BONEN,48.2215427736,-3.31179704668,266,,Rostrenen,Rostrenen,22,Côtes-d'Armor,53,Bretagne
97701,ST BARTHELEMY,97133,ST BARTHELEMY,,,,701,,St barthelemy,St barthelemy,97,,,
97801,ST MARTIN,97150,ST MARTIN,,,,801,,St martin,St martin,97,,,
98611,ALO,98610,ALO,,,,611,,Alo,Alo,98,,,
98612,SIGAVE,98620,SIGAVE,,,,612,,Sigave,Sigave,98,,,
98613,UVEA,98600,UVEA,,,,613,,Uvea,Uvea,98,,,